Designator,Mid X,Mid Y,Rotation,Layer
C1,5.695,-6.985,0.0,top
C2,13.315,-6.985,0.0,top
J1,1.27,-15.24,270.0,bottom
R1,5.715,-5.005,0.0,top
R2,13.335,-5.005,0.0,top
SW1,3.81,-10.16,270.0,top
SW2,11.43,-10.16,270.0,top
U1,2.54,-2.54,0.0,top
U2,10.16,-2.54,0.0,top
