Designator,Mid X,Mid Y,Rotation,Layer
D1,2.54,7.62,0.0,top
D10,7.62,-5.08,0.0,top
D11,12.7,-5.08,0.0,top
D12,17.78,-5.08,0.0,top
D2,7.62,7.62,0.0,top
D3,12.7,7.62,0.0,top
D4,17.78,7.62,0.0,top
D5,2.54,0.0,0.0,top
D6,7.62,0.0,0.0,top
D7,12.7,0.0,0.0,top
D8,17.78,0.0,0.0,top
D9,2.54,-5.08,0.0,top
J1,1.27,-16.51,270.0,bottom
Q1,5.08,-11.43,90.0,top
R1,2.286,-11.43,90.0,top
R2,8.128,-11.43,90.0,top
